,game_id,time,quarter,event,total_time
0,0,720.0,1,Jump ball: N. Hilario vs. A. Bogut (C. Anthony gains possession),0.0
1,0,703.0,1,C. Billups misses 2-pt shot from 22 ft,68.0
2,0,702.0,1,Defensive rebound by R. Jefferson,72.0
3,0,690.0,1,R. Jefferson makes 2-pt shot at rim (assist by A. Bogut),120.0
4,0,670.0,1,Offensive foul by N. Hilario (drawn by A. Bogut),200.0
5,0,670.0,1,Turnover by N. Hilario (offensive foul),200.0
6,0,655.0,1,L. Mbah a Moute makes 2-pt shot at rim (assist by A. Bogut),260.0
7,0,633.0,1,N. Hilario makes 2-pt shot at rim (assist by K. Martin),348.0
8,0,628.0,1,Turnover by L. Ridnour (bad pass; steal by C. Billups),368.0
9,0,625.0,1,K. Martin makes 2-pt shot at rim (assist by C. Billups),380.0
10,0,610.0,1,Turnover by L. Ridnour (bad pass; steal by D. Jones),440.0
11,0,608.0,1,Shooting foul by R. Jefferson (drawn by D. Jones),448.0
12,0,608.0,1,D. Jones misses free throw 1 of 2,448.0
13,0,608.0,1,Offensive rebound by Team,448.0
14,0,608.0,1,D. Jones misses free throw 2 of 2,448.0
15,0,605.0,1,Defensive rebound by L. Mbah a Moute,460.0
16,0,593.0,1,L. Ridnour makes 2-pt shot from 18 ft (assist by C. Bell),508.0
17,0,582.0,1,C. Billups makes 2-pt shot from 12 ft,552.0
18,0,560.0,1,R. Jefferson makes 2-pt shot from 18 ft,640.0
19,0,540.0,1,N. Hilario makes 2-pt shot from 9 ft,720.0
20,0,522.0,1,L. Mbah a Moute makes 2-pt shot at rim (assist by C. Bell),792.0
21,0,510.0,1,Shooting foul by L. Mbah a Moute (drawn by K. Martin),840.0
22,0,510.0,1,K. Martin makes free throw 1 of 2,840.0
23,0,510.0,1,K. Martin makes free throw 2 of 2,840.0
24,0,493.0,1,C. Bell misses 3-pt shot from 23 ft,908.0
25,0,492.0,1,Defensive rebound by C. Anthony,912.0
26,0,486.0,1,K. Martin makes 2-pt shot at rim (assist by C. Anthony),936.0
27,0,459.0,1,C. Bell makes 2-pt shot from 23 ft,1044.0
28,0,448.0,1,Personal foul by R. Jefferson (drawn by C. Anthony),1088.0
29,0,448.0,1,J. Alexander enters the game for L. Mbah a Moute,1088.0
30,0,440.0,1,C. Anthony makes 2-pt shot at rim,1120.0
31,0,440.0,1,Shooting foul by R. Jefferson (drawn by C. Anthony),1120.0
32,0,440.0,1,L. Mbah a Moute enters the game for R. Jefferson,1120.0
33,0,440.0,1,C. Anthony makes free throw 1 of 1,1120.0
34,0,422.0,1,C. Bell misses 2-pt shot at rim,1192.0
35,0,419.0,1,Offensive rebound by J. Alexander,1204.0
36,0,419.0,1,Shooting foul by D. Jones (drawn by J. Alexander),1204.0
37,0,419.0,1,J. Alexander makes free throw 1 of 2,1204.0
38,0,419.0,1,J. Alexander makes free throw 2 of 2,1204.0
39,0,400.0,1,N. Hilario misses 2-pt shot at rim (block by J. Alexander),1280.0
40,0,398.0,1,Defensive rebound by L. Ridnour,1288.0
41,0,393.0,1,Personal foul by N. Hilario (drawn by J. Alexander),1308.0
42,0,393.0,1,F. Elson enters the game for A. Bogut,1308.0
43,0,393.0,1,R. Balkman enters the game for N. Hilario,1308.0
44,0,384.0,1,C. Bell misses 2-pt shot from 20 ft,1344.0
45,0,383.0,1,Offensive rebound by L. Mbah a Moute,1348.0
46,0,378.0,1,L. Mbah a Moute misses 2-pt shot from 3 ft,1368.0
47,0,377.0,1,Defensive rebound by C. Anthony,1372.0
48,0,366.0,1,Shooting foul by L. Ridnour (drawn by C. Billups),1416.0
49,0,366.0,1,C. Billups makes free throw 1 of 2,1416.0
50,0,366.0,1,C. Billups makes free throw 2 of 2,1416.0
51,0,354.0,1,Shooting foul by R. Balkman (drawn by L. Mbah a Moute),1464.0
52,0,354.0,1,Milwaukee full timeout,1464.0
53,0,354.0,1,L. Mbah a Moute makes free throw 1 of 2,1464.0
54,0,354.0,1,L. Mbah a Moute makes free throw 2 of 2,1464.0
55,0,329.0,1,C. Anthony makes 2-pt shot from 19 ft (assist by C. Billups),1564.0
56,0,309.0,1,F. Elson makes 2-pt shot from 15 ft,1644.0
57,0,286.0,1,Shooting foul by L. Ridnour (drawn by D. Jones),1736.0
58,0,286.0,1,D. Jones makes free throw 1 of 2,1736.0
59,0,286.0,1,R. Sessions enters the game for L. Ridnour,1736.0
60,0,286.0,1,D. Jones misses free throw 2 of 2,1736.0
61,0,284.0,1,Defensive rebound by L. Mbah a Moute,1744.0
62,0,270.0,1,Personal foul by D. Jones (drawn by C. Bell),1800.0
63,0,270.0,1,J. Smith enters the game for D. Jones,1800.0
64,0,257.0,1,C. Bell misses 3-pt shot from 25 ft,1852.0
65,0,257.0,1,Defensive rebound by Team,1852.0
66,0,249.0,1,Offensive foul by C. Billups (drawn by L. Mbah a Moute),1884.0
67,0,249.0,1,Turnover by C. Billups (offensive foul),1884.0
68,0,245.0,1,Offensive foul by F. Elson (drawn by C. Billups),1900.0
69,0,245.0,1,Turnover by F. Elson (offensive foul),1900.0
70,0,231.0,1,Personal foul by L. Mbah a Moute (drawn by C. Anthony),1956.0
71,0,231.0,1,C. Anthony makes free throw 1 of 2,1956.0
72,0,231.0,1,A. Croshere enters the game for L. Mbah a Moute,1956.0
73,0,231.0,1,C. Anthony makes free throw 2 of 2,1956.0
74,0,221.0,1,R. Sessions misses 2-pt shot from 7 ft (block by K. Martin),1996.0
75,0,218.0,1,Defensive rebound by J. Smith,2008.0
76,0,211.0,1,Shooting foul by A. Croshere (drawn by C. Anthony),2036.0
77,0,211.0,1,C. Anthony makes free throw 1 of 2,2036.0
78,0,211.0,1,C. Anthony makes free throw 2 of 2,2036.0
79,0,198.0,1,J. Alexander misses 3-pt shot from 25 ft,2088.0
80,0,197.0,1,Offensive rebound by C. Bell,2092.0
81,0,195.0,1,Personal foul by C. Billups (drawn by C. Bell),2100.0
82,0,195.0,1,C. Bell makes free throw 1 of 2,2100.0
83,0,195.0,1,A. Carter enters the game for C. Billups,2100.0
84,0,195.0,1,C. Bell makes free throw 2 of 2,2100.0
85,0,177.0,1,Turnover by K. Martin (bad pass; steal by C. Bell),2172.0
86,0,164.0,1,Personal foul by C. Anthony (drawn by A. Croshere),2224.0
87,0,164.0,1,Milwaukee full timeout,2224.0
88,0,164.0,1,A. Croshere misses free throw 1 of 2,2224.0
89,0,164.0,1,Offensive rebound by Team,2224.0
90,0,164.0,1,T. Lue enters the game for C. Bell,2224.0
91,0,164.0,1,A. Croshere makes free throw 2 of 2,2224.0
92,0,148.0,1,Shooting foul by A. Croshere (drawn by C. Anthony),2288.0
93,0,148.0,1,C. Anthony makes free throw 1 of 2,2288.0
94,0,148.0,1,C. Anthony makes free throw 2 of 2,2288.0
95,0,130.0,1,Turnover by R. Sessions (bad pass; steal by R. Balkman),2360.0
96,0,127.0,1,Shooting foul by T. Lue (drawn by R. Balkman),2372.0
97,0,127.0,1,L. Kleiza enters the game for K. Martin,2372.0
98,0,127.0,1,R. Balkman makes free throw 1 of 2,2372.0
99,0,127.0,1,R. Balkman makes free throw 2 of 2,2372.0
100,0,104.0,1,R. Sessions misses 2-pt shot from 21 ft,2464.0
101,0,103.0,1,Offensive rebound by F. Elson,2468.0
102,0,95.0,1,A. Croshere makes 2-pt shot from 8 ft,2500.0
103,0,75.0,1,L. Kleiza makes 3-pt shot from 26 ft (assist by J. Smith),2580.0
104,0,60.0,1,A. Croshere misses 2-pt shot at rim (block by C. Anthony),2640.0
105,0,60.0,1,Offensive rebound by Team,2640.0
106,0,53.0,1,Turnover by F. Elson (bad pass; steal by C. Anthony),2668.0
107,0,51.0,1,Shooting foul by T. Lue (drawn by L. Kleiza),2676.0
108,0,51.0,1,L. Kleiza makes free throw 1 of 2,2676.0
109,0,51.0,1,L. Kleiza misses free throw 2 of 2,2676.0
110,0,49.0,1,Defensive rebound by J. Alexander,2684.0
111,0,39.0,1,T. Lue makes 3-pt shot from 24 ft (assist by R. Sessions),2724.0
112,0,29.0,1,R. Balkman makes 2-pt shot at rim (assist by C. Anthony),2764.0
113,0,4.0,1,F. Elson misses 2-pt shot at rim (block by C. Anthony),2864.0
114,0,4.0,1,F. Elson makes 2-pt shot at rim,2864.0
115,0,4.0,1,Offensive rebound by F. Elson,2864.0
