,awayteam,hometeam,possession,awayscore,homescore,total_time,win,game_id
0,Milwaukee,Denver,1,0,0,0.0,0,0
1,Milwaukee,Denver,0,0,0,68.0,0,0
2,Milwaukee,Denver,1,0,0,72.0,0,0
3,Milwaukee,Denver,1,2,0,120.0,0,0
4,Milwaukee,Denver,0,2,0,200.0,0,0
5,Milwaukee,Denver,0,2,0,200.0,0,0
6,Milwaukee,Denver,1,4,0,260.0,0,0
7,Milwaukee,Denver,0,4,2,348.0,0,0
8,Milwaukee,Denver,1,4,2,368.0,0,0
9,Milwaukee,Denver,0,4,4,380.0,0,0
10,Milwaukee,Denver,1,4,4,440.0,0,0
11,Milwaukee,Denver,0,4,4,448.0,0,0
12,Milwaukee,Denver,0,4,4,448.0,0,0
13,Milwaukee,Denver,0,4,4,448.0,0,0
14,Milwaukee,Denver,0,4,4,448.0,0,0
15,Milwaukee,Denver,1,4,4,460.0,0,0
16,Milwaukee,Denver,1,6,4,508.0,0,0
17,Milwaukee,Denver,0,6,6,552.0,0,0
18,Milwaukee,Denver,1,8,6,640.0,0,0
19,Milwaukee,Denver,0,8,8,720.0,0,0
20,Milwaukee,Denver,1,10,8,792.0,0,0
21,Milwaukee,Denver,0,10,8,840.0,0,0
22,Milwaukee,Denver,0,10,9,840.0,0,0
23,Milwaukee,Denver,0,10,10,840.0,0,0
24,Milwaukee,Denver,1,10,10,908.0,0,0
25,Milwaukee,Denver,0,10,10,912.0,0,0
26,Milwaukee,Denver,0,10,12,936.0,0,0
27,Milwaukee,Denver,1,12,12,1044.0,0,0
28,Milwaukee,Denver,0,12,12,1088.0,0,0
29,Milwaukee,Denver,1,12,12,1088.0,0,0
30,Milwaukee,Denver,0,12,14,1120.0,0,0
31,Milwaukee,Denver,0,12,14,1120.0,0,0
32,Milwaukee,Denver,1,12,14,1120.0,0,0
33,Milwaukee,Denver,0,12,15,1120.0,0,0
34,Milwaukee,Denver,1,12,15,1192.0,0,0
35,Milwaukee,Denver,1,12,15,1204.0,0,0
36,Milwaukee,Denver,1,12,15,1204.0,0,0
37,Milwaukee,Denver,1,13,15,1204.0,0,0
38,Milwaukee,Denver,1,14,15,1204.0,0,0
39,Milwaukee,Denver,0,14,15,1280.0,0,0
40,Milwaukee,Denver,1,14,15,1288.0,0,0
41,Milwaukee,Denver,1,14,15,1308.0,0,0
42,Milwaukee,Denver,1,14,15,1308.0,0,0
43,Milwaukee,Denver,0,14,15,1308.0,0,0
44,Milwaukee,Denver,1,14,15,1344.0,0,0
45,Milwaukee,Denver,1,14,15,1348.0,0,0
46,Milwaukee,Denver,1,14,15,1368.0,0,0
47,Milwaukee,Denver,0,14,15,1372.0,0,0
48,Milwaukee,Denver,0,14,15,1416.0,0,0
49,Milwaukee,Denver,0,14,16,1416.0,0,0
50,Milwaukee,Denver,0,14,17,1416.0,0,0
51,Milwaukee,Denver,1,14,17,1464.0,0,0
52,Milwaukee,Denver,1,14,17,1464.0,0,0
53,Milwaukee,Denver,1,15,17,1464.0,0,0
54,Milwaukee,Denver,1,16,17,1464.0,0,0
55,Milwaukee,Denver,0,16,19,1564.0,0,0
56,Milwaukee,Denver,1,18,19,1644.0,0,0
57,Milwaukee,Denver,0,18,19,1736.0,0,0
58,Milwaukee,Denver,0,18,20,1736.0,0,0
59,Milwaukee,Denver,1,18,20,1736.0,0,0
60,Milwaukee,Denver,0,18,20,1736.0,0,0
61,Milwaukee,Denver,1,18,20,1744.0,0,0
62,Milwaukee,Denver,1,18,20,1800.0,0,0
63,Milwaukee,Denver,0,18,20,1800.0,0,0
64,Milwaukee,Denver,1,18,20,1852.0,0,0
65,Milwaukee,Denver,0,18,20,1852.0,0,0
66,Milwaukee,Denver,0,18,20,1884.0,0,0
67,Milwaukee,Denver,0,18,20,1884.0,0,0
68,Milwaukee,Denver,1,18,20,1900.0,0,0
69,Milwaukee,Denver,1,18,20,1900.0,0,0
70,Milwaukee,Denver,0,18,20,1956.0,0,0
71,Milwaukee,Denver,0,18,21,1956.0,0,0
72,Milwaukee,Denver,1,18,21,1956.0,0,0
73,Milwaukee,Denver,0,18,22,1956.0,0,0
74,Milwaukee,Denver,1,18,22,1996.0,0,0
75,Milwaukee,Denver,0,18,22,2008.0,0,0
76,Milwaukee,Denver,0,18,22,2036.0,0,0
77,Milwaukee,Denver,0,18,23,2036.0,0,0
78,Milwaukee,Denver,0,18,24,2036.0,0,0
79,Milwaukee,Denver,1,18,24,2088.0,0,0
80,Milwaukee,Denver,1,18,24,2092.0,0,0
81,Milwaukee,Denver,1,18,24,2100.0,0,0
82,Milwaukee,Denver,1,19,24,2100.0,0,0
83,Milwaukee,Denver,0,19,24,2100.0,0,0
84,Milwaukee,Denver,1,20,24,2100.0,0,0
85,Milwaukee,Denver,0,20,24,2172.0,0,0
86,Milwaukee,Denver,1,20,24,2224.0,0,0
87,Milwaukee,Denver,1,20,24,2224.0,0,0
88,Milwaukee,Denver,1,20,24,2224.0,0,0
89,Milwaukee,Denver,1,20,24,2224.0,0,0
90,Milwaukee,Denver,1,20,24,2224.0,0,0
91,Milwaukee,Denver,1,21,24,2224.0,0,0
92,Milwaukee,Denver,0,21,24,2288.0,0,0
93,Milwaukee,Denver,0,21,25,2288.0,0,0
94,Milwaukee,Denver,0,21,26,2288.0,0,0
95,Milwaukee,Denver,1,21,26,2360.0,0,0
96,Milwaukee,Denver,0,21,26,2372.0,0,0
97,Milwaukee,Denver,0,21,26,2372.0,0,0
98,Milwaukee,Denver,0,21,27,2372.0,0,0
99,Milwaukee,Denver,0,21,28,2372.0,0,0
100,Milwaukee,Denver,1,21,28,2464.0,0,0
101,Milwaukee,Denver,1,21,28,2468.0,0,0
102,Milwaukee,Denver,1,23,28,2500.0,0,0
103,Milwaukee,Denver,0,23,31,2580.0,0,0
104,Milwaukee,Denver,1,23,31,2640.0,0,0
105,Milwaukee,Denver,1,23,31,2640.0,0,0
106,Milwaukee,Denver,1,23,31,2668.0,0,0
107,Milwaukee,Denver,0,23,31,2676.0,0,0
108,Milwaukee,Denver,0,23,32,2676.0,0,0
109,Milwaukee,Denver,0,23,32,2676.0,0,0
110,Milwaukee,Denver,1,23,32,2684.0,0,0
111,Milwaukee,Denver,1,26,32,2724.0,0,0
112,Milwaukee,Denver,0,26,34,2764.0,0,0
113,Milwaukee,Denver,1,26,34,2864.0,0,0
114,Milwaukee,Denver,1,28,34,2864.0,0,0
115,Milwaukee,Denver,1,28,34,2864.0,0,0
116,Milwaukee,Denver,0,28,34,720.0,0,0
117,Milwaukee,Denver,0,28,34,720.0,0,0
118,Milwaukee,Denver,1,28,34,1440.0,0,0
119,Milwaukee,Denver,1,28,34,720.0,0,0
120,Milwaukee,Denver,1,28,34,762.0,0,0
121,Milwaukee,Denver,1,28,34,765.0,0,0
122,Milwaukee,Denver,1,30,34,774.0,0,0
123,Milwaukee,Denver,0,30,34,822.0,0,0
124,Milwaukee,Denver,0,30,34,822.0,0,0
125,Milwaukee,Denver,0,30,34,834.0,0,0
126,Milwaukee,Denver,0,30,34,837.0,0,0
127,Milwaukee,Denver,0,30,34,837.0,0,0
128,Milwaukee,Denver,1,30,34,837.0,0,0
129,Milwaukee,Denver,1,30,34,837.0,0,0
130,Milwaukee,Denver,1,30,34,858.0,0,0
131,Milwaukee,Denver,1,30,34,915.0,0,0
132,Milwaukee,Denver,0,30,34,921.0,0,0
133,Milwaukee,Denver,0,30,34,966.0,0,0
134,Milwaukee,Denver,1,30,34,984.0,0,0
135,Milwaukee,Denver,1,30,34,987.0,0,0
136,Milwaukee,Denver,1,30,34,996.0,0,0
137,Milwaukee,Denver,0,30,34,999.0,0,0
138,Milwaukee,Denver,0,30,34,1017.0,0,0
139,Milwaukee,Denver,0,30,36,1059.0,0,0
140,Milwaukee,Denver,1,30,36,1080.0,0,0
141,Milwaukee,Denver,0,30,36,1086.0,0,0
142,Milwaukee,Denver,0,30,36,1092.0,0,0
143,Milwaukee,Denver,0,30,37,1092.0,0,0
144,Milwaukee,Denver,0,30,37,1092.0,0,0
145,Milwaukee,Denver,1,30,37,1092.0,0,0
146,Milwaukee,Denver,0,30,38,1092.0,0,0
147,Milwaukee,Denver,1,30,38,1143.0,0,0
148,Milwaukee,Denver,0,30,40,1200.0,0,0
149,Milwaukee,Denver,1,30,40,1248.0,0,0
150,Milwaukee,Denver,0,30,40,1278.0,0,0
151,Milwaukee,Denver,1,30,40,1281.0,0,0
152,Milwaukee,Denver,1,30,40,1308.0,0,0
153,Milwaukee,Denver,0,30,40,1317.0,0,0
154,Milwaukee,Denver,0,30,42,1329.0,0,0
155,Milwaukee,Denver,1,30,42,1371.0,0,0
156,Milwaukee,Denver,1,30,42,1371.0,0,0
157,Milwaukee,Denver,1,30,42,1371.0,0,0
158,Milwaukee,Denver,1,30,42,1371.0,0,0
159,Milwaukee,Denver,1,30,42,1386.0,0,0
160,Milwaukee,Denver,0,30,44,1398.0,0,0
161,Milwaukee,Denver,1,30,44,1482.0,0,0
162,Milwaukee,Denver,0,30,46,1518.0,0,0
163,Milwaukee,Denver,1,30,46,1593.0,0,0
164,Milwaukee,Denver,0,30,46,1596.0,0,0
165,Milwaukee,Denver,0,30,48,1611.0,0,0
166,Milwaukee,Denver,1,33,48,1683.0,0,0
167,Milwaukee,Denver,0,33,48,1695.0,0,0
168,Milwaukee,Denver,1,33,48,1695.0,0,0
169,Milwaukee,Denver,1,33,48,1695.0,0,0
170,Milwaukee,Denver,0,33,48,1713.0,0,0
171,Milwaukee,Denver,0,33,50,1728.0,0,0
172,Milwaukee,Denver,0,33,50,1728.0,0,0
173,Milwaukee,Denver,0,33,51,1728.0,0,0
174,Milwaukee,Denver,1,33,51,1770.0,0,0
175,Milwaukee,Denver,1,33,51,1770.0,0,0
176,Milwaukee,Denver,1,33,51,1797.0,0,0
177,Milwaukee,Denver,0,33,51,1800.0,0,0
178,Milwaukee,Denver,0,33,51,1812.0,0,0
179,Milwaukee,Denver,0,33,51,1812.0,0,0
180,Milwaukee,Denver,1,33,51,1812.0,0,0
181,Milwaukee,Denver,0,33,52,1812.0,0,0
182,Milwaukee,Denver,0,33,53,1812.0,0,0
183,Milwaukee,Denver,1,33,53,1848.0,0,0
184,Milwaukee,Denver,0,33,53,1857.0,0,0
185,Milwaukee,Denver,0,33,53,1869.0,0,0
186,Milwaukee,Denver,0,33,53,1881.0,0,0
