,game_id,time,quarter,event,total_time
30558,69,587.0,3,A. Jefferson makes 2-pt shot at rim (assist by S. Telfair),1706.0
30559,69,567.0,3,Turnover by J. Green (bad pass),1746.0
30560,69,543.0,3,R. Gomes misses 3-pt shot from 23 ft,1794.0
30561,69,543.0,3,Offensive rebound by C. Smith,1794.0
30562,69,541.0,3,C. Smith makes 2-pt shot at rim,1798.0
30563,69,522.0,3,Turnover by K. Durant (lost ball; steal by R. Gomes),1836.0
30564,69,506.0,3,S. Telfair makes 3-pt shot from 23 ft (assist by R. Foye),1868.0
30565,69,484.0,3,J. Green misses 3-pt shot from 25 ft,1912.0
30566,69,484.0,3,Defensive rebound by R. Gomes,1912.0
30567,69,473.0,3,C. Smith misses 2-pt shot from 13 ft,1934.0
30568,69,472.0,3,Defensive rebound by R. Swift,1936.0
30569,69,463.0,3,J. Green misses 2-pt shot from 16 ft,1954.0
30570,69,462.0,3,Defensive rebound by C. Smith,1956.0
30571,69,445.0,3,R. Gomes misses 2-pt shot from 19 ft,1990.0
30572,69,445.0,3,Defensive rebound by R. Swift,1990.0
30573,69,437.0,3,K. Durant misses 3-pt shot from 25 ft,2006.0
30574,69,436.0,3,Offensive rebound by D. Mason,2008.0
30575,69,424.0,3,D. Mason makes 2-pt shot at rim (assist by R. Westbrook),2032.0
30576,69,408.0,3,A. Jefferson misses 2-pt shot from 3 ft,2064.0
30577,69,407.0,3,Defensive rebound by R. Westbrook,2066.0
30578,69,403.0,3,Shooting foul by S. Telfair (drawn by R. Westbrook),2074.0
30579,69,403.0,3,N. Collison enters the game for R. Swift,2074.0
30580,69,403.0,3,R. Westbrook makes free throw 1 of 2,2074.0
30581,69,403.0,3,R. Westbrook misses free throw 2 of 2,2074.0
30582,69,403.0,3,Defensive rebound by A. Jefferson,2074.0
30583,69,383.0,3,R. Gomes misses 3-pt shot from 23 ft,2114.0
30584,69,383.0,3,Defensive rebound by D. Mason,2114.0
30585,69,369.0,3,K. Durant misses 2-pt shot from 21 ft,2142.0
30586,69,368.0,3,Defensive rebound by R. Foye,2144.0
30587,69,354.0,3,R. Foye makes 3-pt shot from 25 ft,2172.0
30588,69,346.0,3,Turnover by R. Westbrook (lost ball; steal by A. Jefferson),2188.0
30589,69,332.0,3,Shooting foul by N. Collison (drawn by A. Jefferson),2216.0
30590,69,332.0,3,Minnesota full timeout,2216.0
30591,69,332.0,3,K. Weaver enters the game for J. Green,2216.0
30592,69,332.0,3,N. Krstic enters the game for K. Durant,2216.0
30593,69,332.0,3,A. Jefferson makes free throw 1 of 2,2216.0
30594,69,332.0,3,A. Jefferson makes free throw 2 of 2,2216.0
30595,69,315.0,3,N. Krstic makes 2-pt shot from 11 ft (assist by R. Westbrook),2250.0
30596,69,298.0,3,R. Foye misses 3-pt shot from 25 ft,2284.0
30597,69,297.0,3,Defensive rebound by N. Collison,2286.0
30598,69,287.0,3,R. Westbrook makes 2-pt shot from 18 ft,2306.0
30599,69,265.0,3,Turnover by R. Gomes (lost ball; steal by K. Weaver),2350.0
30600,69,260.0,3,N. Collison makes 2-pt shot from 2 ft (assist by K. Weaver),2360.0
30601,69,237.0,3,R. Foye misses 2-pt shot from 7 ft (block by N. Krstic),2406.0
30602,69,236.0,3,Defensive rebound by N. Krstic,2408.0
30603,69,234.0,3,Turnover by R. Westbrook (lost ball; steal by S. Telfair),2412.0
30604,69,223.0,3,R. Gomes makes 3-pt shot from 25 ft (assist by S. Telfair),2434.0
30605,69,209.0,3,Turnover by K. Weaver (bad pass; steal by R. Gomes),2462.0
30606,69,204.0,3,R. Gomes misses 2-pt shot at rim,2472.0
30607,69,203.0,3,Defensive rebound by N. Collison,2474.0
30608,69,194.0,3,D. Mason makes 2-pt shot at rim (assist by R. Westbrook),2492.0
30609,69,175.0,3,R. Gomes misses 3-pt shot from 23 ft,2530.0
30610,69,174.0,3,Offensive rebound by R. Gomes,2532.0
30611,69,172.0,3,C. Smith makes 2-pt shot at rim (assist by R. Gomes),2536.0
30612,69,156.0,3,N. Collison makes 2-pt shot at rim (assist by R. Westbrook),2568.0
30613,69,140.0,3,R. Gomes misses 3-pt shot from 23 ft,2600.0
30614,69,139.0,3,Defensive rebound by N. Krstic,2602.0
30615,69,132.0,3,R. Westbrook makes 2-pt shot from 18 ft,2616.0
30616,69,114.0,3,C. Smith makes 2-pt shot at rim,2652.0
30617,69,99.0,3,N. Krstic makes 2-pt shot from 18 ft (assist by R. Westbrook),2682.0
30618,69,80.0,3,A. Jefferson makes 2-pt shot at rim (assist by R. Foye),2720.0
30619,69,80.0,3,Shooting foul by N. Collison (drawn by A. Jefferson),2720.0
30620,69,80.0,3,Minnesota full timeout,2720.0
30621,69,80.0,3,R. Carney enters the game for R. Gomes,2720.0
30622,69,80.0,3,A. Jefferson misses free throw 1 of 1,2720.0
30623,69,80.0,3,Defensive rebound by N. Krstic,2720.0
30624,69,80.0,3,K. Love enters the game for S. Telfair,2720.0
