,awayteam,hometeam,possession,awayscore,homescore,total_time,win,game_id
0,Cleveland,Boston,1,0,0,0.0,0,0
1,Cleveland,Boston,1,0,0,80.0,0,0
2,Cleveland,Boston,1,1,0,80.0,0,0
3,Cleveland,Boston,1,2,0,80.0,0,0
4,Cleveland,Boston,0,2,0,120.0,0,0
5,Cleveland,Boston,1,2,0,128.0,0,0
6,Cleveland,Boston,1,4,0,152.0,0,0
7,Cleveland,Boston,0,4,2,216.0,0,0
8,Cleveland,Boston,1,4,2,252.0,0,0
9,Cleveland,Boston,0,4,2,256.0,0,0
10,Cleveland,Boston,0,4,4,292.0,0,0
11,Cleveland,Boston,1,6,4,384.0,0,0
12,Cleveland,Boston,0,6,4,428.0,0,0
13,Cleveland,Boston,0,6,4,436.0,0,0
14,Cleveland,Boston,0,6,4,448.0,0,0
15,Cleveland,Boston,1,6,4,456.0,0,0
16,Cleveland,Boston,1,6,4,512.0,0,0
17,Cleveland,Boston,0,6,4,516.0,0,0
18,Cleveland,Boston,0,6,4,536.0,0,0
19,Cleveland,Boston,1,6,4,544.0,0,0
20,Cleveland,Boston,1,6,4,560.0,0,0
21,Cleveland,Boston,0,6,4,564.0,0,0
22,Cleveland,Boston,0,6,4,628.0,0,0
23,Cleveland,Boston,1,6,4,632.0,0,0
24,Cleveland,Boston,1,6,4,656.0,0,0
25,Cleveland,Boston,1,6,4,656.0,0,0
26,Cleveland,Boston,1,8,4,756.0,0,0
27,Cleveland,Boston,0,8,4,824.0,0,0
28,Cleveland,Boston,1,8,4,828.0,0,0
29,Cleveland,Boston,1,11,4,912.0,0,0
30,Cleveland,Boston,0,11,4,992.0,0,0
31,Cleveland,Boston,1,11,4,996.0,0,0
32,Cleveland,Boston,1,11,4,1044.0,0,0
33,Cleveland,Boston,1,11,4,1044.0,0,0
34,Cleveland,Boston,1,11,4,1044.0,0,0
35,Cleveland,Boston,1,12,4,1044.0,0,0
36,Cleveland,Boston,0,12,4,1112.0,0,0
37,Cleveland,Boston,1,12,4,1116.0,0,0
38,Cleveland,Boston,1,12,4,1164.0,0,0
39,Cleveland,Boston,0,12,4,1224.0,0,0
40,Cleveland,Boston,1,12,4,1272.0,0,0
41,Cleveland,Boston,0,12,4,1288.0,0,0
42,Cleveland,Boston,0,12,4,1288.0,0,0
43,Cleveland,Boston,0,12,4,1288.0,0,0
44,Cleveland,Boston,1,14,4,1340.0,0,0
45,Cleveland,Boston,0,14,6,1396.0,0,0
46,Cleveland,Boston,1,14,6,1484.0,0,0
47,Cleveland,Boston,1,14,6,1488.0,0,0
48,Cleveland,Boston,1,14,6,1500.0,0,0
49,Cleveland,Boston,1,14,6,1500.0,0,0
50,Cleveland,Boston,1,15,6,1500.0,0,0
