,awayteam,hometeam,possession,awayscore,homescore,total_time,win,game_id
0,Dallas,Phoenix,1,0,2,0.0,1,0
1,Dallas,Phoenix,0,0,2,48.0,1,0
2,Dallas,Phoenix,1,0,2,132.0,1,0
3,Dallas,Phoenix,0,0,2,144.0,1,0
4,Dallas,Phoenix,0,0,2,180.0,1,0
5,Dallas,Phoenix,1,0,2,180.0,1,0
6,Dallas,Phoenix,1,2,2,244.0,1,0
7,Dallas,Phoenix,0,2,4,308.0,1,0
8,Dallas,Phoenix,1,2,4,340.0,1,0
9,Dallas,Phoenix,0,2,4,348.0,1,0
10,Dallas,Phoenix,0,2,4,400.0,1,0
11,Dallas,Phoenix,0,2,4,408.0,1,0
12,Dallas,Phoenix,0,2,6,416.0,1,0
13,Dallas,Phoenix,1,2,6,488.0,1,0
14,Dallas,Phoenix,0,2,6,496.0,1,0
15,Dallas,Phoenix,0,2,6,512.0,1,0
16,Dallas,Phoenix,1,2,6,520.0,1,0
17,Dallas,Phoenix,1,4,6,548.0,1,0
18,Dallas,Phoenix,0,4,9,612.0,1,0
19,Dallas,Phoenix,1,6,9,696.0,1,0
20,Dallas,Phoenix,0,6,9,788.0,1,0
21,Dallas,Phoenix,1,6,9,792.0,1,0
22,Dallas,Phoenix,0,6,9,808.0,1,0
23,Dallas,Phoenix,1,6,9,828.0,1,0
24,Dallas,Phoenix,0,6,9,832.0,1,0
25,Dallas,Phoenix,0,6,9,836.0,1,0
26,Dallas,Phoenix,0,6,10,836.0,1,0
27,Dallas,Phoenix,0,6,10,836.0,1,0
28,Dallas,Phoenix,1,6,10,840.0,1,0
29,Dallas,Phoenix,1,8,10,888.0,1,0
30,Dallas,Phoenix,0,8,12,948.0,1,0
31,Dallas,Phoenix,1,10,12,1000.0,1,0
32,Dallas,Phoenix,0,10,12,1044.0,1,0
33,Dallas,Phoenix,1,10,12,1048.0,1,0
34,Dallas,Phoenix,1,12,12,1076.0,1,0
35,Dallas,Phoenix,0,12,12,1116.0,1,0
36,Dallas,Phoenix,1,12,12,1124.0,1,0
37,Dallas,Phoenix,1,12,12,1144.0,1,0
38,Dallas,Phoenix,0,12,12,1148.0,1,0
39,Dallas,Phoenix,0,12,14,1176.0,1,0
