,awayteam,hometeam,possession,awayscore,homescore,total_time,win,game_id
0,Phoenix,Boston,1,0,2,0.0,0,0
1,Phoenix,Boston,0,0,2,52.0,0,0
2,Phoenix,Boston,1,0,2,132.0,0,0
3,Phoenix,Boston,0,0,2,136.0,0,0
4,Phoenix,Boston,0,0,4,172.0,0,0
5,Phoenix,Boston,1,0,4,248.0,0,0
6,Phoenix,Boston,0,0,4,252.0,0,0
7,Phoenix,Boston,0,0,4,268.0,0,0
8,Phoenix,Boston,0,0,4,268.0,0,0
9,Phoenix,Boston,1,0,4,328.0,0,0
10,Phoenix,Boston,0,0,6,380.0,0,0
11,Phoenix,Boston,1,0,6,420.0,0,0
12,Phoenix,Boston,0,0,6,456.0,0,0
13,Phoenix,Boston,1,0,6,460.0,0,0
14,Phoenix,Boston,1,2,6,524.0,0,0
15,Phoenix,Boston,0,2,6,588.0,0,0
16,Phoenix,Boston,0,2,6,596.0,0,0
17,Phoenix,Boston,0,2,9,604.0,0,0
18,Phoenix,Boston,1,2,9,636.0,0,0
19,Phoenix,Boston,1,5,9,692.0,0,0
20,Phoenix,Boston,0,5,11,756.0,0,0
21,Phoenix,Boston,1,7,11,824.0,0,0
22,Phoenix,Boston,0,7,11,856.0,0,0
23,Phoenix,Boston,0,7,13,888.0,0,0
24,Phoenix,Boston,1,7,13,976.0,0,0
25,Phoenix,Boston,0,7,15,996.0,0,0
26,Phoenix,Boston,1,7,15,1036.0,0,0
27,Phoenix,Boston,1,7,15,1072.0,0,0
28,Phoenix,Boston,0,7,15,1168.0,0,0
29,Phoenix,Boston,1,7,15,1172.0,0,0
30,Phoenix,Boston,1,7,15,1244.0,0,0
31,Phoenix,Boston,1,7,15,1244.0,0,0
32,Phoenix,Boston,0,7,17,1300.0,0,0
33,Phoenix,Boston,1,7,17,1340.0,0,0
34,Phoenix,Boston,0,7,19,1360.0,0,0
35,Phoenix,Boston,0,7,19,1360.0,0,0
36,Phoenix,Boston,0,7,19,1360.0,0,0
37,Phoenix,Boston,1,7,19,1360.0,0,0
38,Phoenix,Boston,1,7,19,1428.0,0,0
39,Phoenix,Boston,0,7,19,1440.0,0,0
